equipment_type_desc,circuit_label_type_desc,sum_power,category
Garage Sub-panel Feed,Other,440.79,Other
Garage Subpanel,Other,1588.075,Other
Garage Subpanel With Solar,Other With Solar,723.173,Other
Garage West,Other,4.675,Other
"Garage, Backout, Kitchen Dining, Lights",Other,112.691,Other
"Garage, Laundry Lights",Other,394.778,Other
"Garage, Living Room Lts",Other,1306.203,Other
Garage/laundry,Other,121.01299999999999,Other
Garage/Living Room,Other,367.819,Other
Garage/Porch Lts,Other,112.5,Other
Garage/Utility/Hall,Other,124.001,Other
Garbage Disposal,Garbage Disposal,0.003,Appliances
Garbage Disposal,Other,0.018000000000000002,Other
Garbage Disposal,Garbage Disposal,170.428,Appliances
Garbage Disposal,Other,29.994,Other
Garbage Disposal,Garbage Disposal,0.033,Appliances
Garbage Disposal / Kitchen Dining Lts,Other,99.56700000000001,Other
Garbage Disposal & Insta-hot,Garbage Disposal,97.251,Appliances
Garbage Disposal + Kitchen Outlets,Garbage Disposal,31.73,Appliances
Garden,Other,0,Other
Gareage,Other,59.645,Other
Gas Cooktop Power,Stove/Oven/Range,9.189,Appliances
Gas Dryer,Clothes Dryer,9.372,Appliances
Gas Furnace,Gas Furnace (Component),6629.755999999999,Heating
Gas Furnace,Gas Furnace (Component),385.315,Heating
Gas Furnace/Central Fan,Gas Furnace (Component),567.592,Heating
"Gas Range, Trash",Other,14.881,Other
Gas-fired Furnace & Indoor Supply Fan,Gas Furnace (Component),588.313,Heating
General 1,Other,200.031,Other
General 2,Other,89.885,Other
General Lighting,Other,452.031,Other
General Lighting 1,Other,62.617,Other
General Lighting 2,Other,360.705,Other
Generator- Gas Powered,Other,0.005,Other
GFCI,Other,237.519,Other
GFCI Kitchen Plugs,Other,119.616,Other
GFCI Outlet For Heat Pump,Other,1274.302,Other
GFI,Other,41.309,Other
GFI - Bath,Other,0.34600000000000003,Other
GFI + Hot Tub,Hot Tub,113.584,Other
GFI Breaker,Other,1.167,Other
GFI Breaker Circuit,Other,9.28,Other
GFI Outlet,Other,12.861,Other
GFI Outlet/circuit,Other,15.97,Other
GFI Protected Outlets,Other,352.424,Other
GFI-Bath Recept,Other,44.068,Other
Golf Outlets,Other,10.411,Other
Great Room & Hallway/den,Other,645.722,Other
Great Room Lights/plugs,Other,1026.984,Other
"Great Room Lights/plugs, Garage/entry Lights/plugs",Other,763.838,Other
Greenhouse,Other,614.813,Other
Greenhouse Lights And Outlets,Other,0.023,Other
"Guest Bath, Upstairs Bath",Other,5.971,Other
Guest Bedroom / Hall Bath,Other,62.435,Other
Guest Wing Furnace,Gas Furnace (Component),140.406,Heating
H20 Tank,Other,0.03,Other
Hall & Bath Lights,Other,0.64,Other
Hall And Bedrooms,Other,144.701,Other
"Hall Bath, Lights, Upstairs Bed Outlets",Other,321.924,Other
Hall Circuit,Other,2050.687,Other
Hall Living Room Lights,Other,338.244,Other
"Hall, Study, Living Room, Dining Room",Other,61.254,Other
Hall/master Bath,Other,247.443,Other
Halllway And Master Lights,Other,352.495,Other
Hallway,Other,610.317,Other
"Hallway, Master Bdrm Lights, Recp",Other,23.412,Other
Hallway/Bedroom Light,Other,177.51,Other
Heat,Electric Baseboard Heaters,0,Heating
HEAT,Gas Furnace (Component),375.067,Heating
Heat - Kitchen & Stairs,Other,0,Other
Heat Pump,Ducted Heatpump,8594.582,Heating
Heat Pump,Ductless Heatpump,6688.669,Heating
Heat Pump 1,Ductless Heatpump,2852.343,Heating
Heat Pump 2,Ductless Heatpump,335.886,Heating
Heat Pump Air Handler,Ducted Heatpump,1681.178,Heating
Heat Shop,Electric Baseboard Heaters,181.72899999999998,Heating
Heater,Other,446.718,Other
Heaters Dining Rm,Other,1059.315,Other
Heaters Master Bdrm & Bath,Other,1360.187,Other
Heaters Office & Front Bdrm,Other,32.141,Other
Heating,Ductless Heatpump,6249.435,Heating
Heating,Electric Baseboard Heaters,4534.067,Heating
Heating,Gas Furnace (Component),867.846,Heating
Heatpump Backup Heat,Ducted Heatpump,0,Heating
Home Office,Other,250.32,Other
Hood,Other,23.786,Other
Hood,Stove/Oven/Range,2.554,Appliances
Hood/microwave,Other,59.581,Other
Hot Tub,Hot Tub,3036.891,Other
Hot Tub,Hot Tub,2257.9990000000003,Other
Hot Tub,Hot Tub,4240.345,Other
Hot Tub,Other,1079.184,Other
Hot Tub,Hot Tub,763.174,Other
Hot Water,Electric Resistance Storage Water Heaters,219.425,Heating
Hot Water,Instantaneous Water Heater (Gas),29.706,Heating
Hot Water Heater,Electric Resistance Storage Water Heaters,1168.954,Heating
Hot Water Recirculation Pump,Other,249.94500000000002,Other
Hottub,Hot Tub,658.095,Other
House Lights + Out,Other,315.928,Other
House Vac,Other,9.509,Other
HP Water Heater,Heat Pump Water Heater,191.984,Heating
Hybrid  Water Heater,Heat Pump Water Heater,309.579,Heating
Indoor Fan For Furnace And AC,Other,590.62,Other
Instant Water Heater,Instantaneous Water Heater (Elec),73.056,Heating
Iron Receptical,Other,303.916,Other
Irrigation,Other,0,Other
Island Kitchen Outlets,Other,20.137,Other
Island Lights,Other,47.241,Other
Jacuzzi,Hot Tub,1127.9080000000001,Other
Jacuzzi,Other,5674.946,Other
Jacuzzi Tub GFI,Other,2.992,Other
Jet Tub,Other,2.892,Other
Jetted Tub,Other,2.156,Other
Jetted Tub,Other,2.739,Other
K. Light/Fan Outside/Chan,Other,277.332,Other
Kictchen Outlets + Fridge,Other,247.633,Other
"Kids Bath & Downstairs Bed, Yard Light",Other,116.02600000000001,Other
Kit,Other,379.659,Other
Kit + Den Lights,Other,68.469,Other
Kit GFI,Other,204.664,Other
Kit GFI,Other,88.194,Other
Kit Lites,Other,179.452,Other
Kit Plugs,Other,23.787000000000003,Other
Kit Rec,Other,69.876,Other
Kit Rec,Other,22.842,Other
Kit/Dine/Nook,Other,36.888,Other
Kitc + Dining Light,Other,395.021,Other
Kitchen,Other,1088.086,Other
Kitchen,Other,5650.426999999997,Other
Kitchen - Laundry,Other,214.17,Other
"Kitchen - Outlets, Fridge, Toaster Oven",Other,328.62,Other
Kitchen,Other With Solar,63.905,Other
Kitchen,Other With Solar,263.68,Other
Kitchen,Other,71.285,Other
Kitchen,Other,19.439,Other
Kitchen & Dining Lights,Other,27.453,Other
Kitchen & Dining Outlets,Other,104.503,Other
Kitchen & Dining Room Plugs,Other,14.587,Other
"Kitchen & Dining Room, Master Bed & Bath, Deck GFI West",Other,761.943,Other
Kitchen & Hallway & Bathroom & Laundry Outlet,Other,161.874,Other
Kitchen #2,Other,66.972,Other
Kitchen #2,Other,2.895,Other
Kitchen 1,Other,24.933,Other
Kitchen 14,Other,151.476,Other
Kitchen 15,Other,198.264,Other
Kitchen 2,Other,233.084,Other
Kitchen 2,Other,14.133000000000001,Other
Kitchen And Dining,Other,91.41,Other
Kitchen And Dining Lights,Other,1110.962,Other
Kitchen And Hallway Bath Lights,Other,83.419,Other
Kitchen And Refrigerator,Other,160.577,Other
Kitchen Appliance,Other,334.341,Other
Kitchen Appliance,Other,19.513,Other
Kitchen Appliance Plugs,Other,200.317,Other
Kitchen Appliance Plugs,Other,6.383,Other
Kitchen Appliances 1,Other,171.876,Other
Kitchen Appliances 1,Other,5.416,Other
Kitchen Appliances 2,Other,131.572,Other
Kitchen Appliances 2,Other,188.118,Other
Kitchen Appliances 3,Other,46.762,Other
Kitchen Area,Other,1051.372,Other
Kitchen Cct 1,Other,72.853,Other
Kitchen Cct 2,Other,221.046,Other
Kitchen Circuit,Other,46.377,Other
Kitchen Circuit,Other,24.288999999999998,Other
Kitchen Circuit,Other,263.924,Other
Kitchen Circuit,Other,0.079,Other
Kitchen Circuit,Other,208.695,Other
Kitchen Circuit 1,Other,186.478,Other
Kitchen Circuit 2,Other,913.748,Other
Kitchen Circuits,Other,178.789,Other
Kitchen Countertop Outlets,Other,78.931,Other
Kitchen Disposal,Garbage Disposal,0.14300000000000002,Appliances
Kitchen East,Other,219.376,Other
Kitchen GFCI Outlet,Other,5.101,Other
Kitchen GFCI Outlet,Other,21.679,Other
Kitchen GFCI Outlets,Other,11.338000000000001,Other
Kitchen GFCI Outlets,Other,2.077,Other
Kitchen Heater,Other Zonal Heat,0.002,Heating
Kitchen Hood,Other,0.508,Other
Kitchen Hood,Other,1.293,Other
Kitchen Island,Other,5.503,Other
Kitchen Lighting,Other,1073.855,Other
Kitchen Lights,Other,385.463,Other
Kitchen Lights,Other,581.006,Other
Kitchen Lights,Other,39.42,Other
Kitchen Lights,Other,76.029,Other
"Kitchen Lights & Outlets, Salon Lights",Other,122.32,Other
Kitchen Lights + Pantry,Other,154.121,Other
Kitchen Lights And Bathroom Radiant Heating,Other,907.186,Other
Kitchen Lights And Outlets,Other,1529.93,Other
"Kitchen Lights, Fridge, And Outlets",Other,310.486,Other
Kitchen Outlet By Lights & Basement Outlets,Other,316.726,Other
Kitchen Outlet Fridge,Other,114.608,Other
Kitchen Outlet Opposite Of Sink,Other,0.674,Other
"Kitchen Outlet, Etc.",Other,894.575,Other
Kitchen Outlet: Left Side Of Sink Only,Other,6.309,Other
Kitchen Outlet2,Other,186.132,Other
Kitchen Outlets,Other,2584.109,Other
Kitchen Outlets,Other,717.985,Other
"Kitchen Outlets - Refrigerator, Dishwasher, Hood, Phone",Other,162.167,Other
Kitchen Outlets,Other,215.922,Other
Kitchen Outlets,Other,113.779,Other
Kitchen Outlets,Other,44.032000000000004,Other
Kitchen Outlets,Other,0.125,Other
Kitchen Outlets + Fridge,Other,91.247,Other
Kitchen Outlets 1,Other,397.336,Other
Kitchen Outlets 1,Other,20.772,Other
Kitchen Outlets 2,Other,70.59,Other
Kitchen Outlets 2,Other,237.206,Other
Kitchen Outlets East,Other,60.173,Other
"Kitchen Outlets Under Sink, Counter, Outside Closets",Other,117.265,Other
Kitchen Outlets W/ Fridge,Other,224.775,Other
Kitchen Outlets West,Other,221.262,Other
Kitchen Plug,Other,2.994,Other
Kitchen Plug,Other,50.041000000000004,Other
Kitchen Plug-Ins,Other,87.864,Other
Kitchen Plugs,Other,575.607,Other
Kitchen Plugs,Other,1474.853,Other
Kitchen Plugs - East Wall,Other,117.123,Other
Kitchen Plugs,Other,4.83,Other
Kitchen Plugs,Other,158.964,Other
Kitchen Plugs,Other,157.117,Other
Kitchen Plugs,Other,20.465,Other
Kitchen Plugs 1,Other,9.574,Other
Kitchen Plugs 2,Other,334.062,Other
Kitchen Plugs 3,Other,101.734,Other
Kitchen Receptacles,Other,202.595,Other
Kitchen Receptacles 1,Other,269.212,Other
Kitchen Receptacles 2,Other,76.756,Other
Kitchen Refrigerator,Refrigerator/Freezer,30.656000000000002,Appliances
Kitchen Small Appliances,Other,30.541,Other
"Kitchen, 1st Flr Hallway, And Dining Lights",Other,214.618,Other
"Kitchen, Back Porch Lights",Other,510.884,Other
"Kitchen, Dining, Deck Flood Lights",Other,39.804,Other
"Kitchen, Dining, Family Room Outlets",Other,246.035,Other
"Kitchen, Garage",Other,84.723,Other
"Kitchen, Island, Nook",Other,4.837,Other
Kitchen/aisle Outlet,Other,8.465,Other
Kitchen/Dining,Other,288.623,Other
Kitchen/dining Lights,Other,149.146,Other
Kitchen/Dining Outlets,Other,60.03,Other
Laundry,Other,34.354,Other
Laundry Lights + Master Bth Lights And Fan,Other,94.57600000000001,Other
Laundry Plug,Other,13.571,Other
Laundry Room,Other,51.577000000000005,Other
Laundry Room,Other,30.011,Other
Laundry Room Lights,Other,102.11,Other
Laundry Room Lights And Outlets,Other,25.753,Other
"Laundry Room Lights, Family Room Outlet, And Master Outlets",Other,95.384,Other
Laundry Room Lights/back Porch,Other,22.424,Other
Laundry Room Outlet,Clothes Washer,18.61,Appliances
Laundry Room Outlets,Other,7.441,Other
Laundry Room Outlets,Other,14.51,Other
Laundry Room Outlets,Other,30.709,Other
Library Outlets,Other,199.543,Other
Light,Other,260.426,Other
Light & Plugs,Other,702.88,Other
Lighting,Other,958.4530000000001,Other
Lighting,Other,1821.88,Other
Lighting - All Bedrooms,Other,77.078,Other
Lighting,Other,292.135,Other
Lighting,Other,485.978,Other
Lighting,Other,674.233,Other
Lighting,Other,0.006,Other
Lighting 1,Other,69.928,Other
Lighting 2,Other,391.218,Other
Lighting 3,Other,2.703,Other
Lighting 4,Other,44.149,Other
Lighting 5,Other,1358.477,Other
Lighting 6,Other,14.541,Other
"Lighting Bdrm 2, Bth 1, Mst Bth",Other,21.569,Other
Lighting Circuit,Other,251.424,Other
Lighting Circuit. Could Also Contain Outlets,Other,227.029,Other
Lighting Den,Other,197.611,Other
Lighting Mst Bdrm,Other,294.326,Other
Lighting North Basement,Other,732.245,Other
Lighting Over Sink,Other,169.18800000000002,Other
"Lighting, Garage & Rec Room",Other,1394.635,Other
Lights,Other,1910.872,Other
Lights,Other,7292.8009999999995,Other
Lights,Other,32.019,Other
Lights,Other,225.364,Other
Lights,Other,83.563,Other
Lights,Other,453.315,Other
Lights,Other,133.463,Other
Lights,Other,512.022,Other
Lights,Other,263.322,Other
Lights,Other,11.257,Other
Lights,Other,159.596,Other
Lights,Other,47.916,Other
Lights,Other,1.207,Other
Lights,Other,264.214,Other
Lights,Other,80.61,Other
Lights & Miscellaneous,Other,169.32,Other
Lights & Outlets 1,Other,233.721,Other
Lights & Outlets 2,Other,35.442,Other
Lights & Outlets In Master Bed & Bath,Other,125.67999999999999,Other
Lights & Plugs,Other,606.2090000000001,Other
Lights & Plugs 1,Other,14.34,Other
Lights & Plugs 2,Other,21.661,Other
Lights & Plugs 3,Other,45.488,Other
Lights & Plugs 4,Other,553.347,Other
Lights + Plugs,Other,1020.3170000000001,Other
Lights + Water Heater,Other,76.437,Other
Lights 1,Other,144.064,Other
Lights 10,Other,481.538,Other
Lights 11,Other,11.626,Other
Lights 12,Other,159.055,Other
Lights 2,Other,1361.537,Other
Lights 3,Other,0.001,Other
Lights And Outlets,Other,7100.006999999998,Other
Lights And Outlets And Ceiling Fan,Other,468.974,Other
Lights And Plug North End,Other With Solar,527.785,Other
Lights And Plugs,Other,456.186,Other
Lights And Plugs 1,Other,2197.183,Other
Lights And Plugs 2,Other,16.486,Other
Lights And Plugs 2&3,Other,1850.917,Other
Lights And Plugs 3,Other,43.511,Other
Lights And Plugs 4,Other,73.221,Other
Lights And Plugs 4&5,Other,3506.837,Other
Lights And Plugs 5,Other,83.577,Other
Lights And/or Outlets For Multiple Rooms,Other,62.919000000000004,Other
Lights And/or Outlets In Beds & Baths,Other,95.19800000000001,Other
"Lights In Living, Dining, Kitchen, In Front Of Bathroom",Other,109.198,Other
Lights In Utility Area,Other,55.632,Other
"Lights, Kitchen, Dining Rm",Other,158.776,Other
"Lights, LR/Dining",Other,82.833,Other
"Lights, Master Bed Heater, TV Room",Other,185.752,Other
"Lights, Recp Master Bd Rm & Storage",Other,72.226,Other
Lights/kitchen,Other,305.072,Other
Lights/outlets,Other,974.252,Other
Lights/Outlets,Other,1.375,Other
Lights/plugs,Other,74.101,Other
Lights/plugs,Other,177.145,Other
Lights/smoke Alarm,Other,65.42,Other
"Likely Lighting In Laundry, Office, Upstairs Bath",Other,203.929,Other
Lites,Other,2033.164,Other
Lites - 2nd & 3rd Floor,Other,556.138,Other
Lites - 2nd Floor,Other,734.636,Other
Lites - Basement,Other,79.103,Other
Lites / West Attics,Other,313.723,Other
Lites & Plugs,Other,575.426,Other
Liv - FBRM - GFCI,Other,8.312,Other
Living Area,Other,268.22,Other
"Living Rm Lights, Fam Rm Lights, Recp",Other,158.604,Other
Living Rm Wall,Other,198.267,Other
"Living Rm, Kitchen & Garage Lights",Other,173.444,Other
"Living Rm, Porch, Ext GFI",Other,186.535,Other
Living Room,Other,3171.1839999999997,Other
Living Room,Other,1638.063,Other
Living Room & Middle Bed,Other,1251.944,Other
Living Room And Entrance Lights,Other,35.965,Other
Living Room External Wall Outlets/garage Lights,Other,163.922,Other
Living Room Lights,Other,7.635,Other
Living Room Lights,Other,190.414,Other
Living Room Lights And Outlets,Other,1723.373,Other
Living Room Outlets,Other,452.918,Other
Living Room Outlets,Other,2238.426,Other
Living Room Outlets,Other,0.839,Other
Living Room Plugs,Other,0.02,Other
Living Room Plugs & Garage Plugs,Other,94.082,Other
Living Room Radiant Ceiling Heat,Other Zonal Heat,23.997,Heating
Living Room Receptacles,Other,593.942,Other
Living Room Wall Heating Units,Other,0,Other
"Living Room, Mud Room",Other,618.606,Other
"Living Room, Patio, And Laundry Room Lights",Other,653.1909999999999,Other
Living Room/Ext Outlets,Other,58.036,Other
Living Room/south Bedroom Circuit 1,Other,218.157,Other
Living Room/south Bedroom Circuit 2,Other,81.815,Other
Living-Dining Heat,Electric Baseboard Heaters,0.08600000000000001,Heating
Living/ Main Light Kitchen Lights/ Liv Plugs,Other,268.657,Other
"Lt HW & Door Bell, Old Washer Outlet",Other,14.586,Other
Lwr Lvl Furnace,Gas Furnace (Component),26.521,Heating
M. Bath/M. Bed/Bed 2 Lts,Other,357.016,Other
Main Bath GFI,Other,7.251,Other
"Main Bath GFI, Kitchen Plugs",Other,65.375,Other
Main Door Lite,Other,15.252,Other
Main Floor Bathroom,Other,111.77,Other
Main Furnace,Gas Furnace (Component),215.709,Heating
Main Kitchen Outlets,Other,153.927,Other
Main Lights,Other,85.866,Other
Mains,Mains,28836.465,Mains
Mast BR Heater,Electric Baseboard Heaters,319.326,Heating
Master,Other,254.151,Other
Master - BR - C/o,Other,0.036000000000000004,Other
Master - BR - C/o,Other,0.861,Other
Master Bath,Other,214.413,Other
Master Bath,Other,83.181,Other
Master Bath & Bedroom,Other,7.274,Other
Master Bath And Front Bath Outlets,Other,24.192,Other
Master Bath GFI,Other,36.749,Other
Master Bath Heater,Other Zonal Heat,0.017,Heating
Master Bath Jacuzzi,Hot Tub,2.9250000000000003,Other
Master Bath Lights,Other,151.944,Other
Master Bath Outlets,Other,7.969,Other
Master Bath Plugs,Other,216.80599999999998,Other
"Master Bath, Floor Heat",Other Zonal Heat,110.544,Heating
"Master Bath, Hall Bath, Living/Kit Wall",Other,593.646,Other
Master Bathroom,Other,110.501,Other
Master Bathroom - Outlet,Other,9.836,Other
Master Bathroom And Master Bedroom - Outlets,Other,42.137,Other
Master Bathroom Lights And Outlets,Other,29.822,Other
Master Bed,Other,123.962,Other
Master Bed / Main Floor Guest,Other,252.484,Other
Master Bed Outlets,Other,0.42700000000000005,Other
"Master Bed, Bath",Other,199.868,Other
"Master Bed, Bath",Other,187.654,Other
Master Bed/Bed #2,Other,119.439,Other
Master Bederoom,Other,36.256,Other
Master Bedroom,Other,181.18200000000002,Other
Master Bedroom,Other,586.245,Other
Master Bedroom GFCI,Other,8.914,Other
Master Bedroom Lights And Outlets,Other,24.424,Other
Master Bedroom Rec,Other,445.387,Other
Master Bedroom Sub Panel,Other,2307.265,Other
Master Bedroom Subpanel,Other,244.074,Other
"Master Bedroom, Bedroom",Other,103.425,Other
"Master Bedroom, Master Bath, Living Room Outlets",Other,34.217999999999996,Other
Master Bedroom/bathroom,Other,90.497,Other
Master Suite,Other,115.269,Other
Mechanical Room,Other,0.859,Other
Mechanical Room Sub Panel,Other,2152.7889999999998,Other
Micro,Microwave,19.016000000000002,Appliances
Micro,Other,44.457,Other
Micro GFCI,Other,68.082,Other
Microwave,Microwave,641.7510000000001,Appliances
Microwave,Other,710.3770000000001,Other
Microwave,Microwave,946.0400000000003,Appliances
Microwave,Other,45.815,Other
Microwave,Microwave,20.785,Appliances
Microwave & Hood,Microwave,17.024,Appliances
Microwave + Other,Microwave,133.74699999999999,Appliances
Microwave And Hood,Other,33.641999999999996,Other
Microwave And Kitchen Outlets,Microwave,604.468,Appliances
Microwave Hood,Other,22.413999999999998,Other
Microwave Outlet,Other,4.259,Other
Microwave Outlets,Microwave,62.449000000000005,Appliances
Microwave Oven,Microwave,18.401,Appliances
Microwave Oven,Microwave,23.325,Appliances
"Microwave, Hood, And Range Display",Other,50.776,Other
Mini Split,Ductless Heatpump,4345.139999999999,Heating
Mini Split,Ductless Heatpump,935.101,Heating
Mini Split,Ductless Heatpump,1769.517,Heating
Motor Home,Other,0.354,Other
"N & S Kitchen Outlets, Washer, Computer",Other,137.897,Other
